Unnamed: 0,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude,Total_Bathrooms,House_Age,Years_Since_Remodel,Total_Porch_SF,Total_Living_Area,Total_Outdoor_Area
345,Two_Story_1946_and_Newer,Residential_Low_Density,88,10179,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,OneFam,Two_Story,Average,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,5,1,1,0,98,945,GasA,5,Y,SBrkr,945,663,1608,0,0,2,1,3,1,7,8,1,Attchd,3,2,470,3,2,252,30,0,0,0,0,0,0,,0,7,2009,WD ,Normal,189500,-93.639388,42.059956,2.5,12,12,30,2553,282
346,Two_Story_1946_and_Newer,Residential_Low_Density,0,11792,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,OneFam,Two_Story,Average,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,188,3,PConc,3,4,6,3,1,0,158,1008,GasA,5,Y,SBrkr,1008,1275,2283,0,0,2,1,4,1,9,8,1,BuiltIn,3,3,632,3,2,120,46,0,0,0,0,0,0,,0,8,2009,WD ,Normal,270000,-93.639915,42.063294,2.5,6,6,46,3291,166
347,Split_or_Multilevel,Residential_Low_Density,60,8400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,OneFam,SLvl,Average,1996,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,32,3,PConc,3,1,6,3,1,0,100,384,GasA,4,Y,SBrkr,958,670,1628,0,0,2,1,3,1,7,8,1,BuiltIn,3,2,390,3,2,48,72,0,0,0,0,0,0,Shed,490,6,2009,WD ,Normal,189000,-93.6364,42.060896,2.5,13,12,72,2012,120
348,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,42,14892,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,CulDSac,3,Gilbert,Norm,Norm,OneFam,One_Story,Average,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,160,3,PConc,3,4,6,3,1,0,426,1746,GasA,5,Y,SBrkr,1746,0,1746,1,0,2,0,3,1,7,8,2,Attchd,3,3,758,3,2,201,39,0,0,0,0,0,0,,0,10,2009,WD ,Normal,377500,-93.635838,42.062956,3.0,3,2,39,3492,240
349,Split_or_Multilevel,Residential_Low_Density,0,8530,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,OneFam,SLvl,Average,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22,3,PConc,3,1,1,7,1,0,384,384,GasA,4,Y,SBrkr,804,670,1474,0,0,2,1,3,1,7,8,1,BuiltIn,3,2,400,3,2,120,72,0,0,0,0,0,0,Shed,700,5,2009,WD ,Normal,168500,-93.637442,42.060598,2.5,14,13,72,1858,192
350,One_Story_PUD_1946_and_Newer,Residential_Low_Density,28,7296,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,3,Stone_Brook,Norm,Norm,TwnhsE,One_Story,Average,2004,2005,Gable,CompShg,CemntBd,CmentBd,,0,3,PConc,3,3,6,3,1,0,243,2208,GasA,5,Y,SBrkr,2522,0,2522,1,0,2,0,1,1,8,8,1,Attchd,3,2,564,3,2,182,57,0,0,0,0,0,0,,0,11,2009,WD ,Normal,375000,-93.634265,42.062903,3.0,5,4,57,4730,239
351,One_Story_PUD_1946_and_Newer,Residential_Low_Density,40,5664,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Stone_Brook,Norm,Norm,TwnhsE,One_Story,Average,2000,2000,Gable,CompShg,CemntBd,CmentBd,,0,3,PConc,3,1,6,3,1,0,343,1501,GasA,5,Y,SBrkr,1659,0,1659,1,0,2,0,2,1,5,8,1,Attchd,3,2,499,3,2,212,59,0,0,0,0,0,0,,0,10,2009,WD ,Normal,278000,-93.633739,42.061981,3.0,9,9,59,3160,271
352,One_Story_PUD_1946_and_Newer,Residential_Low_Density,61,7380,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,3,Stone_Brook,Norm,Norm,OneFam,One_Story,Average,1998,1998,Gable,CompShg,CemntBd,CmentBd,,0,3,PConc,3,3,6,3,1,0,1077,1418,GasA,5,Y,SBrkr,1478,0,1478,1,0,2,0,2,1,5,8,0,Attchd,3,2,495,3,2,168,43,0,0,0,0,0,0,,0,7,2009,WD ,Normal,240000,-93.633547,42.061633,3.0,11,11,43,2896,211
353,One_Story_PUD_1946_and_Newer,Residential_Low_Density,57,8013,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,3,Stone_Brook,Norm,Norm,TwnhsE,One_Story,Average,1995,1996,Gable,CompShg,CemntBd,CmentBd,,0,3,PConc,3,1,6,3,1,0,846,1587,GasA,5,Y,SBrkr,1734,0,1734,1,0,2,0,2,1,6,8,0,Attchd,2,2,528,3,2,52,50,0,0,0,0,0,0,,0,9,2009,WD ,Normal,239500,-93.633024,42.061178,3.0,14,13,50,3321,102
354,Split_or_Multilevel,Residential_Low_Density,57,8923,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,OneFam,SLvl,Average,1998,1998,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,6,3,1,0,195,384,GasA,4,Y,SBrkr,751,631,1382,0,0,2,1,3,1,7,8,1,BuiltIn,3,2,396,3,2,256,0,0,0,0,0,0,0,,0,2,2009,WD ,Normal,177500,-93.63921,42.059283,2.5,11,11,0,1766,256
355,Two_Story_1946_and_Newer,Residential_Low_Density,74,10141,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,OneFam,Two_Story,Average,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40,3,PConc,3,1,1,7,1,0,832,832,GasA,4,Y,SBrkr,885,833,1718,0,0,2,1,3,1,7,8,1,Attchd,3,2,427,3,2,0,94,0,0,291,0,0,0,,0,12,2009,WD ,Normal,185000,-93.639069,42.059129,2.5,11,11,385,2550,385
356,Two_Story_1946_and_Newer,Residential_Low_Density,60,7500,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,OneFam,Two_Story,Average,1998,1999,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,6,3,1,0,476,952,GasA,4,Y,SBrkr,952,684,1636,1,0,2,1,3,1,7,8,1,Attchd,3,2,440,3,2,0,84,0,0,0,0,0,0,,0,10,2009,WD ,Normal,191000,-93.639069,42.059161,3.5,11,10,84,2588,84
357,Two_Story_1946_and_Newer,Residential_Low_Density,59,7837,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,OneFam,Two_Story,Good,1993,1994,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,1,7,1,0,799,799,GasA,4,Y,SBrkr,799,772,1571,0,0,2,1,3,1,7,8,1,Attchd,2,2,380,3,2,0,40,0,0,0,0,0,0,,0,5,2009,WD ,Normal,178000,-93.636955,42.058274,2.5,16,15,40,2370,40
358,Two_Story_1946_and_Newer,Residential_Low_Density,0,9765,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,OneFam,Two_Story,Very_Good,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68,4,PConc,4,1,5,1,1,0,370,680,GasA,4,Y,SBrkr,680,790,1470,0,0,2,1,3,1,6,8,1,BuiltIn,3,2,420,3,2,232,63,0,0,0,0,0,0,Shed,480,4,2009,WD ,Normal,185000,-93.637046,42.058059,2.5,16,16,63,2150,295
359,Two_Story_1946_and_Newer,Residential_Low_Density,0,8803,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,OneFam,Two_Story,Average,1994,1995,Gable,CompShg,HdBoard,HdBoard,,0,3,PConc,3,1,6,3,1,0,107,707,GasA,4,Y,SBrkr,707,809,1516,1,0,2,1,3,1,7,8,1,Attchd,3,2,409,3,2,0,46,0,0,0,0,0,0,,0,7,2009,WD ,Normal,181316,-93.637671,42.059645,3.5,15,14,46,2223,46
360,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,58,7250,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,OneFam,One_Story,Average,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,45,3,PConc,3,1,1,7,1,0,1181,1181,GasA,5,Y,SBrkr,1190,0,1190,0,0,2,0,3,1,6,8,1,Attchd,1,2,430,3,2,0,21,0,0,0,0,0,0,,0,11,2009,WD ,Normal,166000,-93.635824,42.058194,2.0,16,16,21,2371,21
361,Two_Story_1946_and_Newer,Residential_Low_Density,0,9636,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,OneFam,Two_Story,Average,1992,1993,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,1,7,1,0,808,808,GasA,4,Y,SBrkr,808,785,1593,0,0,2,1,3,1,7,8,1,BuiltIn,2,2,389,3,2,342,40,0,0,0,0,0,3,,0,12,2009,WD ,Normal,178000,-93.635753,42.05793,2.5,17,16,40,2401,382
362,Two_Story_1946_and_Newer,Residential_Low_Density,65,8125,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,OneFam,Two_Story,Average,1994,1995,Gable,CompShg,HdBoard,HdBoard,,0,3,PConc,3,1,1,7,1,0,702,702,GasA,4,Y,SBrkr,702,779,1481,0,0,2,1,3,1,6,8,1,Attchd,3,2,343,3,2,0,36,0,0,0,0,0,0,,0,3,2009,WD ,Normal,174000,-93.636822,42.058173,2.5,15,14,36,2183,36
363,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9248,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,OneFam,One_Story,Above_Average,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106,3,PConc,3,1,6,3,1,0,598,1158,GasA,4,Y,SBrkr,1167,0,1167,1,0,2,0,3,1,6,8,0,Attchd,2,2,400,3,2,120,26,0,0,0,0,0,0,,0,7,2009,WD ,Normal,173000,-93.636047,42.057854,3.0,17,17,26,2325,146
364,Two_Story_1946_and_Newer,Residential_Low_Density,0,10762,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,3,Gilbert,Norm,Norm,OneFam,Two_Story,Average,1999,1999,Gable,CompShg,VinylSd,VinylSd,,344,3,PConc,3,1,6,3,1,0,284,978,GasA,5,Y,SBrkr,1005,978,1983,0,0,2,1,3,1,9,8,1,Attchd,3,2,490,3,2,0,0,0,0,0,0,0,0,,0,5,2009,WD ,Normal,225000,-93.639325,42.058201,2.5,10,10,0,2961,0
365,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,99,11851,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,OneFam,One_Story,Average,1990,1990,Gable,CompShg,HdBoard,HdBoard,,0,3,PConc,3,1,1,7,1,0,1424,1424,GasA,5,Y,SBrkr,1442,0,1442,0,0,2,0,3,1,5,8,0,Attchd,2,2,500,3,2,0,34,0,508,0,0,0,0,,0,5,2009,WD ,Normal,180500,-93.634644,42.058747,2.0,19,19,542,2866,542
366,One_Story_PUD_1946_and_Newer,Residential_Low_Density,0,5814,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,3,Stone_Brook,Norm,Norm,TwnhsE,One_Story,Average,1984,1984,Gable,CompShg,HdBoard,HdBoard,,0,3,CBlock,3,3,6,3,1,0,184,1220,GasA,4,Y,SBrkr,1360,0,1360,1,0,1,0,1,1,4,8,1,Attchd,2,2,565,3,2,63,0,0,0,0,0,0,0,,0,8,2009,COD,Abnorml,187500,-93.633245,42.059242,2.0,25,25,0,2580,63
367,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,63,17423,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,3,Stone_Brook,Norm,Norm,OneFam,One_Story,Average,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,748,3,PConc,3,1,6,3,1,0,312,2216,GasA,5,Y,SBrkr,2234,0,2234,1,0,2,0,1,1,9,8,1,Attchd,3,3,1166,3,2,0,60,0,0,0,0,0,0,,0,7,2009,New,Partial,501837,-93.627751,42.060265,3.0,1,0,60,4450,60
368,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,11844,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Stone_Brook,Norm,Norm,OneFam,One_Story,Average,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,464,3,PConc,3,2,1,7,1,0,2046,2046,GasA,5,Y,SBrkr,2046,0,2046,0,0,2,1,3,1,7,8,1,Attchd,3,3,834,3,2,322,82,0,0,0,0,0,0,,0,7,2009,New,Partial,372500,-93.628639,42.059817,2.5,1,1,82,4092,404
369,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,124,16158,Pave,No_Alley_Access,Slightly_Irregular,Low,AllPub,Inside,2,Stone_Brook,Norm,Norm,OneFam,One_Story,Average,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,16,3,PConc,3,3,5,1,1,0,256,1530,GasA,5,Y,SBrkr,1530,0,1530,1,0,2,0,3,1,7,8,1,Attchd,3,2,430,3,2,168,36,0,0,0,0,0,0,,0,6,2009,WD ,Normal,260000,-93.629357,42.058439,3.0,4,4,36,3060,204
370,Two_Story_1946_and_Newer,Residential_Low_Density,85,11900,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,1977,1977,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,157,3,PConc,3,1,5,1,1,0,722,1122,GasA,5,Y,SBrkr,946,988,1934,1,0,2,1,3,1,6,8,1,Attchd,1,2,567,3,1,0,176,0,0,200,0,0,0,,0,7,2009,WD ,Normal,185000,-93.623975,42.056796,3.5,32,32,376,3056,376
371,Two_Story_1946_and_Newer,Residential_Low_Density,94,13005,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,3,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Good,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278,3,CBlock,3,1,6,3,1,0,153,845,GasA,3,Y,SBrkr,1153,1200,2353,1,0,2,1,4,1,10,8,1,Attchd,2,2,484,3,2,288,195,0,0,0,0,0,4,,0,8,2009,WD ,Normal,260000,-93.637343,42.053532,3.5,29,29,195,3198,483
372,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,48,17043,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,3,Northwest_Ames,Norm,Norm,OneFam,One_Story,Average,1979,1998,Gable,CompShg,HdBoard,HdBoard,,0,4,CBlock,2,1,1,7,1,0,1362,1362,GasA,3,Y,SBrkr,1586,0,1586,0,0,2,0,3,1,7,8,1,Attchd,1,2,435,3,2,192,0,0,0,0,0,0,0,,0,1,2009,WD ,Normal,181000,-93.636512,42.055408,2.0,30,11,0,2948,192
373,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,11900,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Northwest_Ames,Norm,Norm,OneFam,One_Story,Average,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209,4,CBlock,3,1,5,1,1,0,564,1386,GasA,3,Y,SBrkr,1411,0,1411,0,0,2,0,3,1,6,8,1,Attchd,3,2,544,3,2,192,0,0,0,0,0,0,0,,0,4,2009,WD ,Family,82500,-93.635056,42.055081,2.0,32,32,0,2797,192
374,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,16635,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR2,3,Northwest_Ames,Norm,Norm,OneFam,One_Story,Good,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,126,3,CBlock,3,1,5,1,1,0,356,1602,GasA,4,Y,SBrkr,1602,0,1602,0,1,2,0,3,1,8,8,1,Attchd,3,2,529,3,2,240,0,0,0,0,0,0,0,,0,6,2009,WD ,Normal,215000,-93.632417,42.055572,2.5,32,9,0,3204,240
375,Two_Story_1946_and_Newer,Residential_Low_Density,0,13250,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Northwest_Ames,RRNn,Norm,OneFam,Two_Story,Above_Average,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,256,3,CBlock,3,1,1,7,1,0,832,832,GasA,3,Y,SBrkr,1154,896,2050,0,0,2,1,4,1,8,8,1,Attchd,2,2,529,3,2,192,192,0,0,0,0,0,0,,0,5,2009,WD ,Abnorml,154000,-93.637774,42.05184,2.5,31,31,192,2882,384
376,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,10928,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1978,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,101,3,PConc,3,1,2,4,1,0,1064,1427,GasA,3,Y,SBrkr,1671,0,1671,0,0,2,0,3,1,7,8,1,Attchd,2,2,484,3,2,252,55,0,0,0,0,0,0,,0,8,2009,WD ,Normal,200000,-93.63745,42.052507,2.0,31,23,55,3098,307
377,Two_Story_1946_and_Newer,Residential_Low_Density,0,12388,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Good,1980,1991,Gable,CompShg,Plywood,Plywood,BrkFace,229,3,CBlock,3,1,5,1,1,0,441,1043,GasA,3,Y,SBrkr,1539,1134,2673,0,0,2,1,4,1,9,8,1,BuiltIn,2,2,441,3,2,178,84,0,0,0,0,0,0,,0,8,2009,WD ,Normal,249000,-93.638366,42.052102,2.5,29,18,84,3716,262
378,Split_or_Multilevel,Residential_Low_Density,0,14115,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Northwest_Ames,Norm,Norm,OneFam,SLvl,Average,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225,3,CBlock,3,3,6,3,1,0,336,1372,GasA,3,Y,SBrkr,1472,0,1472,1,0,2,0,3,1,6,8,2,Attchd,1,2,588,3,2,233,48,0,0,0,0,0,0,,0,6,2009,WD ,Normal,187500,-93.634212,42.052719,3.0,29,29,48,2844,281
379,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,11088,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Northwest_Ames,Norm,Norm,OneFam,One_Story,Average,1978,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,144,3,PConc,3,1,5,1,1,0,308,1140,GasA,4,Y,SBrkr,1707,0,1707,0,0,2,0,3,1,7,8,1,Attchd,3,2,479,3,2,0,0,0,0,0,0,0,0,,0,5,2009,WD ,Normal,184000,-93.637043,42.05288,2.0,31,11,0,2847,0
380,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,9600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Northwest_Ames,PosN,Norm,OneFam,One_Story,Average,1981,1981,Hip,WdShngl,BrkFace,BrkFace,,0,3,PConc,3,1,5,1,1,0,1420,2524,GasA,3,Y,SBrkr,2524,0,2524,1,0,2,1,4,1,9,8,1,Attchd,3,2,542,3,2,474,120,0,0,0,0,0,3,,0,7,2009,WD ,Normal,278000,-93.633796,42.052915,3.5,28,28,120,5048,594
381,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,82,11880,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Northwest_Ames,RRAn,Norm,OneFam,One_Story,Average,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206,3,CBlock,3,1,5,1,1,0,567,1271,GasA,3,Y,SBrkr,1601,0,1601,0,0,2,0,3,1,7,8,1,Attchd,2,2,478,3,2,0,0,0,0,0,0,0,0,,0,4,2009,COD,Abnorml,157000,-93.637289,42.050345,2.0,31,31,0,2872,0
382,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,10400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Northwest_Ames,Norm,Norm,OneFam,One_Story,Average,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189,3,CBlock,3,1,1,7,1,0,1090,1090,GasA,3,Y,SBrkr,1370,0,1370,0,0,2,0,3,1,6,8,1,Attchd,2,2,479,3,2,0,0,0,0,0,0,0,3,,0,6,2009,WD ,Family,152000,-93.634694,42.0496539,2.0,33,33,0,2460,0
383,Two_Story_1946_and_Newer,Residential_Low_Density,0,10304,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,3,Northwest_Ames,PosN,Norm,OneFam,Two_Story,Good,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,44,4,CBlock,3,1,5,1,1,0,399,780,GasA,5,Y,SBrkr,1088,780,1868,1,0,2,1,4,1,9,8,1,Attchd,1,2,484,3,2,448,96,0,0,0,0,0,0,,0,10,2009,WD ,Normal,197500,-93.635919,42.049394,3.5,33,33,96,2648,544
384,Two_Story_1946_and_Newer,Floating_Village_Residential,70,7000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Somerset,Norm,Norm,OneFam,Two_Story,Average,2003,2003,Gable,CompShg,CemntBd,CmentBd,,0,3,PConc,3,2,6,3,1,0,304,926,GasA,5,Y,SBrkr,1016,868,1884,1,0,2,1,3,1,7,8,1,Attchd,2,2,581,3,2,0,35,0,0,0,0,0,0,,0,6,2009,WD ,Normal,240900,-93.639516,42.049106,3.5,6,6,35,2810,35
385,Two_Story_1946_and_Newer,Floating_Village_Residential,75,8004,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Somerset,RRAn,Norm,OneFam,Two_Story,Average,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110,3,PConc,3,1,6,3,1,0,288,832,GasA,5,Y,SBrkr,832,1103,1935,1,0,2,1,3,1,8,8,0,BuiltIn,3,2,552,3,2,0,150,0,0,0,0,0,0,,0,12,2009,New,Partial,263435,-93.639511,42.051619,3.5,0,0,150,2767,150
386,Two_Story_1946_and_Newer,Floating_Village_Residential,0,7500,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Somerset,RRNn,Norm,OneFam,Two_Story,Average,2000,2001,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,1,7,1,0,1058,1058,GasA,5,Y,SBrkr,1058,816,1874,0,0,2,1,3,1,7,8,1,Attchd,3,2,588,3,2,0,134,0,0,0,0,0,0,,0,3,2009,WD ,Normal,220000,-93.6392308,42.0503771,2.5,9,8,134,2932,134
387,Two_Story_1946_and_Newer,Floating_Village_Residential,0,8470,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,Somerset,Norm,Norm,OneFam,Two_Story,Average,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,6,3,5,276,471,972,GasA,5,Y,SBrkr,972,839,1811,0,0,2,1,3,1,7,8,1,Attchd,2,2,565,3,2,225,48,0,0,0,0,0,0,,0,10,2009,WD ,Normal,235000,-93.639366,42.049406,2.5,7,7,48,2783,273
388,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9373,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,3,Northwest_Ames,PosN,Norm,OneFam,One_Story,Good,1975,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,161,3,CBlock,3,3,5,1,2,168,120,1621,GasA,3,Y,SBrkr,1621,0,1621,1,0,2,0,3,1,7,8,2,Attchd,2,2,478,3,2,0,0,0,0,490,0,0,0,,0,6,2009,WD ,Normal,213000,-93.632915,42.053166,3.0,34,34,490,3242,490
389,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,78,10140,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,196,3,CBlock,3,1,5,1,1,0,228,1116,GasA,5,Y,SBrkr,1116,0,1116,1,0,2,0,3,1,6,8,1,Attchd,2,2,528,3,2,0,0,0,0,0,0,0,2,,0,4,2009,WD ,Normal,167900,-93.632178,42.052355,3.0,35,35,0,2232,0
390,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,11050,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,3,Northwest_Ames,Norm,Norm,OneFam,One_Story,Average,1975,1975,Gable,CompShg,Plywood,Plywood,,0,3,CBlock,3,1,5,1,1,0,540,1176,GasA,2,Y,SBrkr,1193,0,1193,0,0,2,0,3,1,5,8,1,Attchd,1,2,506,3,2,40,0,0,0,0,0,0,0,,0,8,2009,WD ,Normal,158000,-93.630253,42.052448,2.0,34,34,0,2369,40
391,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,78,10140,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Northwest_Ames,Norm,Norm,OneFam,One_Story,Average,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174,3,CBlock,3,1,1,7,1,0,1064,1064,GasA,3,Y,SBrkr,1350,0,1350,0,0,2,0,3,1,7,8,1,Attchd,2,2,478,3,2,0,0,0,0,0,0,0,3,,0,8,2009,WD ,Normal,165000,-93.631432,42.05267,2.0,35,35,0,2414,0
392,Split_or_Multilevel,Residential_Low_Density,0,10448,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,3,Northwest_Ames,Norm,Norm,OneFam,SLvl,Above_Average,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,333,3,CBlock,3,1,1,7,1,0,689,689,GasA,3,Y,SBrkr,1378,741,2119,0,0,2,1,3,1,7,8,1,Attchd,2,2,583,3,2,0,104,0,0,0,0,0,4,,0,8,2009,COD,Abnorml,158000,-93.631791,42.04891,2.5,37,37,104,2808,104
